,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,age
16792,Partial College,Management,F,M,1,1,0,2,11.5706942481,0,47.0
16793,Partial College,Skilled Manual,M,M,1,2,0,1,11.0399895407,1,37.0
16794,Graduate Degree,Clerical,F,M,1,1,0,1,11.3492058149,0,26.0
16795,Partial High School,Manual,M,M,1,1,0,1,10.2021837463,0,45.0
16796,Graduate Degree,Skilled Manual,F,S,1,2,1,1,10.9538720189,1,58.0
16797,Bachelors,Skilled Manual,M,S,0,2,0,0,11.018858625,1,33.0
16798,Bachelors,Clerical,M,M,1,2,0,1,11.3669049787,0,34.0
16799,Partial High School,Skilled Manual,M,S,1,0,0,0,10.859383539,1,39.0
16800,Partial College,Clerical,F,M,1,2,0,2,11.3557452006,1,36.0
16801,Graduate Degree,Professional,M,S,1,2,0,0,11.8212627423,1,25.0
16802,Bachelors,Professional,M,M,1,3,0,2,11.7781548518,1,56.0
16803,Partial College,Manual,F,S,0,1,0,0,10.3233156835,0,22.0
16804,Graduate Degree,Professional,F,M,1,3,0,0,11.8294063422,1,27.0
16805,Bachelors,Professional,F,M,1,2,0,0,11.8138149345,0,22.0
16806,High School,Skilled Manual,F,S,0,2,0,0,10.910002827,1,20.0
16807,High School,Manual,M,M,1,1,2,2,10.3795975002,1,48.0
16808,Partial College,Skilled Manual,M,S,0,0,0,0,10.9319813364,1,19.0
16809,Partial College,Clerical,F,M,1,2,1,1,11.3549140086,1,40.0
16810,Partial College,Skilled Manual,F,S,0,1,0,0,10.9640690864,1,38.0
16811,Graduate Degree,Professional,M,M,1,2,0,1,11.840767713,0,24.0
16812,Partial College,Manual,M,M,1,1,0,2,10.5075849163,0,48.0
16813,Bachelors,Clerical,F,S,1,3,0,0,11.2730044559,1,39.0
16814,Partial High School,Skilled Manual,F,S,0,2,0,0,10.9685947626,1,32.0
16815,Partial College,Skilled Manual,F,S,0,2,0,0,10.9163603823,1,19.0
16816,High School,Skilled Manual,M,S,1,2,0,0,10.9196236194,1,40.0
16817,Partial College,Management,F,M,1,2,1,2,11.5645497046,1,37.0
16818,Bachelors,Clerical,M,M,1,2,0,1,11.3295673712,1,36.0
16819,Graduate Degree,Professional,M,M,1,3,1,2,11.8257488298,1,34.0
16820,Partial College,Skilled Manual,M,M,1,2,1,2,10.9983762506,1,48.0
16821,Graduate Degree,Skilled Manual,M,S,1,0,1,1,10.971400055,1,57.0
16822,Partial College,Management,M,M,1,1,0,2,11.6054134844,0,32.0
16823,Partial High School,Manual,F,M,1,0,2,2,10.2336182958,0,46.0
16824,Partial High School,Manual,M,S,0,0,0,0,10.5126007375,0,43.0
16825,High School,Skilled Manual,M,S,0,2,0,0,10.9175037269,1,21.0
16826,Bachelors,Manual,F,S,0,1,0,0,10.4693693821,0,29.0
16827,High School,Clerical,F,S,0,1,0,0,11.2666156356,0,21.0
16828,Graduate Degree,Skilled Manual,M,M,0,2,1,2,10.9975562012,1,26.0
16829,Bachelors,Clerical,M,M,1,3,1,2,11.3026734594,1,32.0
16830,Partial College,Clerical,M,S,1,1,0,0,11.3161073388,1,34.0
16831,Bachelors,Manual,M,M,0,0,0,1,10.2785621793,0,27.0
16832,Partial College,Manual,F,S,0,0,0,0,10.177666365,0,43.0
16833,Bachelors,Professional,M,M,1,1,1,2,11.8090815315,1,28.0
16834,Partial High School,Manual,M,M,1,1,0,1,10.4251344149,0,40.0
16835,Bachelors,Professional,M,M,1,2,0,0,11.7880085018,1,29.0
16836,Partial College,Manual,F,S,0,0,0,0,10.2532637548,0,23.0
16837,Bachelors,Clerical,F,S,0,2,0,0,11.3730655178,0,31.0
16838,Graduate Degree,Skilled Manual,F,S,1,0,0,1,10.9571199089,1,60.0
16839,Partial College,Clerical,F,M,1,3,1,2,11.2802365008,1,39.0
16840,Partial College,Skilled Manual,F,M,1,2,1,2,10.9643806668,1,34.0
16841,Partial College,Clerical,F,M,1,3,2,2,11.3389767578,1,36.0
16842,Partial High School,Manual,M,S,0,1,0,0,10.4283639995,0,39.0
16843,Graduate Degree,Skilled Manual,M,S,1,2,1,1,10.9865800295,1,53.0
16844,Partial College,Clerical,M,M,1,0,1,2,11.2981716214,1,50.0
16845,Bachelors,Professional,F,M,1,2,1,2,11.8333336485,1,38.0
16846,Bachelors,Clerical,F,M,1,1,0,2,11.3085914009,0,32.0
16847,High School,Skilled Manual,F,S,0,2,0,0,10.9651764871,0,26.0
16848,Bachelors,Manual,F,M,1,1,0,2,10.4574588689,0,36.0
16849,Bachelors,Clerical,M,S,0,3,0,0,11.3751335808,0,29.0
16850,Partial College,Skilled Manual,M,M,1,2,1,2,10.9372412689,1,41.0
16851,Bachelors,Professional,M,M,1,2,1,2,11.7849886959,1,37.0
16852,Partial High School,Skilled Manual,M,S,0,1,0,0,10.9631164332,1,23.0
16853,Partial College,Skilled Manual,M,M,1,1,0,1,10.9967354787,0,29.0
16854,High School,Clerical,F,S,1,3,0,1,11.293798835,0,49.0
16855,Partial College,Skilled Manual,M,M,1,0,1,2,10.9403839992,1,44.0
16856,Partial High School,Skilled Manual,M,M,1,0,0,2,10.8777830067,1,51.0
16857,Partial College,Clerical,F,S,1,0,0,0,11.2562509829,1,34.0
16858,Partial College,Skilled Manual,F,S,0,2,0,0,11.0212650105,1,23.0
16859,Partial High School,Skilled Manual,M,M,1,0,0,2,10.9711766086,1,44.0
16860,Bachelors,Professional,F,S,1,1,1,1,11.7568515555,0,57.0
16861,Partial College,Skilled Manual,F,M,1,2,1,1,10.9425267497,1,32.0
16862,High School,Skilled Manual,F,S,0,0,0,0,11.0306225081,0,28.0
16863,High School,Skilled Manual,F,M,1,1,1,2,10.9239400819,1,47.0
16864,Partial College,Skilled Manual,M,M,1,2,1,1,10.8509862115,1,38.0
16865,Partial College,Manual,F,S,0,1,0,0,10.3591703768,0,41.0
16866,Bachelors,Clerical,M,M,1,1,1,2,11.2999302447,1,35.0
16867,Bachelors,Professional,F,M,1,5,0,2,11.7909207718,0,53.0
16868,Bachelors,Skilled Manual,M,S,1,1,0,1,10.9282200481,1,53.0
16869,Partial College,Clerical,M,M,1,1,0,2,11.3536131535,0,35.0
16870,Bachelors,Skilled Manual,F,M,1,1,0,2,11.0250999654,0,38.0
16871,Bachelors,Manual,M,M,0,0,0,2,10.2897018811,0,30.0
16872,Partial College,Clerical,F,S,1,3,1,1,11.2906815089,1,50.0
16873,Partial College,Skilled Manual,F,S,0,0,0,0,11.0228170828,1,21.0
16874,Partial High School,Skilled Manual,M,S,0,2,0,0,11.0303957104,1,25.0
16875,Partial College,Clerical,M,S,0,2,0,0,11.3372140132,1,25.0
16876,Partial College,Skilled Manual,F,S,1,1,0,0,10.9524893407,0,46.0
16877,Partial College,Manual,M,M,1,1,1,2,10.3315618035,0,45.0
16878,Bachelors,Skilled Manual,F,S,1,1,0,0,10.9177032246,0,39.0
16879,High School,Manual,M,S,0,1,0,0,10.3177472083,1,41.0
16880,Partial College,Clerical,M,S,1,3,0,0,11.36822334,1,39.0
16881,High School,Manual,M,M,0,0,0,0,10.1698055292,0,21.0
16882,Partial College,Skilled Manual,M,M,1,2,0,2,11.0290825125,0,31.0
16883,High School,Manual,F,S,0,0,0,0,10.2164352441,0,36.0
16884,Graduate Degree,Professional,M,M,1,2,0,3,11.8430130775,0,60.0
16885,Bachelors,Professional,M,S,1,2,1,1,11.8304696917,1,50.0
16886,Graduate Degree,Professional,M,M,1,2,0,2,11.818769113,0,54.0
16887,Partial High School,Manual,M,M,1,1,1,2,10.1584010519,0,49.0
16888,Bachelors,Management,F,M,1,3,0,2,11.544424132,1,28.0
16889,Bachelors,Management,M,S,1,0,1,1,11.5477808949,1,50.0
16890,Graduate Degree,Skilled Manual,F,S,0,1,0,0,10.856264493,0,37.0
16891,Bachelors,Professional,M,M,1,3,2,2,11.8139851567,1,56.0
16892,Partial High School,Skilled Manual,M,M,1,1,0,3,10.937596875,0,52.0
16893,Bachelors,Skilled Manual,F,S,0,0,0,0,10.9718124403,0,21.0
16894,Partial College,Manual,F,S,0,0,0,0,10.4563088818,0,22.0
16895,Graduate Degree,Clerical,M,M,1,3,1,1,11.3280767175,1,27.0
16896,High School,Skilled Manual,F,S,0,2,0,0,10.9613820079,1,29.0
16897,High School,Manual,M,M,1,0,1,1,10.5124375743,1,44.0
16898,Partial College,Management,M,M,1,2,0,0,11.5934911128,0,21.0
16899,Partial College,Clerical,M,M,1,1,1,2,11.3219949573,0,34.0
16900,High School,Skilled Manual,F,M,0,1,0,1,11.0154766382,1,29.0
16901,Partial College,Clerical,F,M,1,1,1,2,11.3439504456,0,44.0
16902,Bachelors,Management,F,M,1,2,0,0,11.6318012367,0,26.0
16903,Bachelors,Professional,M,S,1,2,0,0,11.8227603421,1,38.0
16904,Graduate Degree,Manual,F,M,1,1,1,2,10.411509249,1,61.0
16905,High School,Manual,F,M,1,1,0,2,10.1796029886,0,40.0
16906,Partial High School,Manual,F,S,0,1,0,0,10.3680074234,0,22.0
16907,Partial College,Management,F,S,1,2,0,0,11.5726178877,1,35.0
16908,Graduate Degree,Management,M,M,1,1,0,1,11.5559083231,1,24.0
16909,High School,Skilled Manual,F,S,0,2,0,0,11.0268412331,1,19.0
16910,Graduate Degree,Clerical,F,S,1,1,0,0,11.3475790124,0,38.0
16911,Partial College,Skilled Manual,F,S,1,2,0,0,10.9301382818,0,40.0
16912,Partial High School,Manual,M,S,0,1,0,0,10.2984982027,0,16.0
16913,Bachelors,Skilled Manual,M,S,1,1,1,1,10.927591789,1,53.0
16914,Partial College,Clerical,F,M,0,1,0,0,11.2758984833,0,21.0
16915,Bachelors,Management,M,M,1,3,0,2,11.5690789296,1,26.0
16916,Graduate Degree,Clerical,M,M,1,2,1,1,11.3489584286,1,30.0
16917,High School,Manual,M,M,1,1,2,2,10.4561650403,1,42.0
16918,High School,Skilled Manual,M,M,0,1,0,1,11.0031159914,0,26.0
16919,Bachelors,Clerical,F,M,1,2,0,1,11.328521742,1,28.0
16920,Partial College,Clerical,M,M,1,3,0,1,11.3769797316,1,39.0
16921,Bachelors,Manual,M,S,0,1,0,0,10.3844311218,1,32.0
16922,Bachelors,Manual,M,M,0,0,0,0,10.4567402819,0,22.0
16923,Partial College,Clerical,M,S,0,2,0,0,11.306344002,1,19.0
16924,Partial College,Manual,M,M,0,1,0,0,10.3722091103,0,21.0
16925,Bachelors,Management,M,M,1,1,0,1,11.6262452217,1,33.0
16926,Bachelors,Clerical,M,S,0,2,0,0,11.3293270934,0,33.0
16927,Bachelors,Clerical,M,S,0,2,0,0,11.3654226391,1,31.0
16928,Partial College,Skilled Manual,M,S,0,1,0,0,11.0063408355,1,29.0
16929,Bachelors,Management,F,M,1,1,0,0,11.626887878,0,21.0
16930,Bachelors,Management,M,M,1,2,0,2,11.5979097889,0,49.0
16931,Partial College,Skilled Manual,F,S,1,1,0,0,10.925794585,0,39.0
16932,High School,Skilled Manual,F,S,0,0,0,0,10.9601834981,1,21.0
16933,High School,Skilled Manual,M,S,1,0,0,0,10.8888751505,1,41.0
16934,Partial High School,Manual,M,S,0,0,0,0,10.247431804,0,18.0
16935,Graduate Degree,Professional,F,M,1,2,0,2,11.7604806138,0,38.0
16936,Graduate Degree,Skilled Manual,F,S,0,0,0,0,11.0104812852,1,22.0
16937,Bachelors,Skilled Manual,M,M,0,1,0,2,10.8846105124,0,28.0
16938,Partial College,Manual,M,S,0,1,0,0,10.4648161585,0,18.0
16939,Partial College,Clerical,F,S,0,2,0,0,11.3291228119,1,23.0
16940,Partial College,Clerical,M,S,0,1,0,0,11.3413183035,1,29.0
16941,Graduate Degree,Management,F,S,1,3,0,0,11.5762006885,0,37.0
16942,Partial College,Clerical,M,M,1,0,1,2,11.3465638678,1,36.0
16943,Graduate Degree,Management,F,S,0,2,0,0,11.617798862,1,24.0
16944,High School,Manual,M,S,0,1,0,0,10.4101846657,0,24.0
16945,Bachelors,Clerical,M,S,1,3,1,1,11.2637330693,1,54.0
16946,Bachelors,Management,F,M,1,2,1,2,11.6209992963,1,50.0
16947,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9043032395,0,26.0
16948,Graduate Degree,Clerical,F,M,1,3,0,1,11.2506641952,0,30.0
16949,Partial High School,Manual,M,S,0,1,0,0,10.3753332342,0,19.0
16950,Graduate Degree,Clerical,F,M,1,2,1,2,11.3002148013,1,38.0
16951,High School,Manual,M,S,0,1,0,0,10.2405310545,0,25.0
16952,Partial College,Clerical,M,M,1,3,0,2,11.2751250243,1,42.0
16953,Partial College,Clerical,F,S,1,3,0,0,11.3263910465,0,39.0
16954,Partial College,Clerical,F,M,1,1,2,3,11.3597742855,1,59.0
16955,Graduate Degree,Clerical,M,M,1,0,0,2,11.3332603766,1,30.0
16956,High School,Clerical,M,M,0,2,0,0,11.3179927204,1,22.0
16957,Partial College,Skilled Manual,F,M,0,2,0,2,10.9927226794,0,26.0
16958,Bachelors,Management,F,M,1,0,1,1,11.6107687973,1,32.0
16959,Graduate Degree,Manual,F,M,0,1,1,2,10.27356725,0,25.0
16960,Graduate Degree,Clerical,M,M,1,0,1,2,11.3589930946,1,25.0
16961,High School,Manual,F,S,0,1,0,0,10.2304864874,0,23.0
16962,Bachelors,Clerical,M,S,0,2,0,0,11.3200443518,1,31.0
16963,Partial College,Clerical,F,S,1,0,0,0,11.2424806405,1,34.0
16964,Bachelors,Clerical,M,S,1,3,0,0,11.3601704774,1,39.0
16965,Bachelors,Management,M,M,1,2,0,3,11.6003867407,0,57.0
16966,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9649862399,0,39.0
16967,Bachelors,Management,F,S,1,3,0,0,11.5669968968,1,29.0
16968,Graduate Degree,Professional,F,M,1,1,0,1,11.8347118185,0,25.0
16969,Partial College,Manual,M,S,0,1,0,0,10.4598982095,0,20.0
16970,Partial College,Manual,M,M,1,0,1,2,10.3522675453,1,39.0
16971,Partial College,Clerical,M,M,1,1,1,2,11.3658397693,1,48.0
16972,High School,Skilled Manual,M,M,1,1,1,2,10.9526294457,0,43.0
16973,Bachelors,Skilled Manual,F,M,0,2,0,0,10.8958685762,0,22.0
16974,Partial High School,Manual,F,S,0,1,0,0,10.441033001,0,24.0
16975,Bachelors,Management,M,M,1,3,0,0,11.5543744629,1,26.0
16976,Partial High School,Skilled Manual,M,S,0,1,0,0,10.8626270237,0,16.0
16977,Partial College,Management,M,M,1,1,1,1,11.6092442269,1,34.0
16978,Bachelors,Management,M,S,1,1,0,0,11.5913484,1,38.0
16979,Bachelors,Clerical,F,M,0,0,0,0,11.2640922417,0,22.0
16980,Partial High School,Skilled Manual,M,S,0,1,0,0,10.927178718,0,25.0
16981,Graduate Degree,Manual,M,S,0,0,0,0,10.174087045,0,27.0
16982,Bachelors,Clerical,M,M,1,2,2,2,11.2690688721,1,34.0
16983,Partial College,Skilled Manual,F,S,0,0,0,0,10.9890652589,0,19.0
16984,Bachelors,Manual,F,M,0,1,0,0,10.2984645185,0,23.0
16985,High School,Skilled Manual,F,M,1,1,1,1,10.8544502059,1,35.0
16986,High School,Skilled Manual,M,M,0,0,0,0,10.9940004629,0,21.0
16987,Bachelors,Manual,M,M,1,0,1,2,10.5184839845,1,37.0
16988,Partial College,Skilled Manual,F,M,1,1,2,2,10.9962326629,1,38.0
16989,Bachelors,Professional,F,S,1,3,0,0,11.758878882,0,32.0
16990,Bachelors,Management,F,M,1,2,0,2,11.6218157437,0,57.0
16991,Partial College,Clerical,M,S,0,3,0,0,11.3426945212,1,18.0
16992,Graduate Degree,Professional,M,M,1,1,1,2,11.8406524301,1,30.0
16993,Partial College,Management,F,S,1,3,0,0,11.5477712374,1,41.0
16994,High School,Clerical,F,M,1,1,1,1,11.2960497298,1,42.0
16995,Graduate Degree,Management,F,M,1,2,0,2,11.5887747773,1,38.0
16996,Partial College,Clerical,F,S,1,0,0,1,11.3127413178,0,55.0
16997,Graduate Degree,Clerical,M,M,1,1,1,2,11.3557920077,1,29.0
16998,Graduate Degree,Professional,F,S,1,3,0,0,11.7908298917,1,31.0
16999,Partial High School,Manual,F,S,0,0,0,0,10.4832980478,0,31.0
17000,Bachelors,Skilled Manual,M,S,0,1,0,0,10.8566886384,0,24.0
17001,Graduate Degree,Clerical,F,M,1,2,0,3,11.3097683476,0,60.0
17002,Bachelors,Skilled Manual,F,M,1,0,1,2,11.024513436,1,37.0
17003,High School,Skilled Manual,M,S,1,1,0,0,10.9989448695,1,42.0
17004,Bachelors,Management,M,S,0,3,0,0,11.584268905,0,24.0
17005,High School,Clerical,M,M,1,1,0,2,11.3578843889,0,45.0
17006,Partial High School,Skilled Manual,M,S,0,2,0,0,10.9129407049,1,22.0
17007,Bachelors,Manual,M,M,1,1,1,2,10.449699625,1,47.0
17008,Bachelors,Management,F,S,1,2,0,0,11.595012236,1,29.0
17009,Partial High School,Skilled Manual,M,M,1,2,0,2,10.9190804855,0,52.0
17010,Partial College,Clerical,M,M,0,1,0,0,11.2828454117,0,18.0
17011,Partial High School,Skilled Manual,M,M,1,0,1,2,11.0285632427,1,32.0
17012,High School,Manual,F,S,0,0,0,0,10.3631251395,1,31.0
17013,Partial College,Management,M,M,1,0,0,1,11.5891176921,1,37.0
17014,High School,Skilled Manual,M,S,1,1,0,0,11.0045634706,0,44.0
17015,High School,Manual,M,S,0,0,0,0,10.412862124,0,29.0
17016,Graduate Degree,Professional,M,M,1,2,0,2,11.7835249574,1,36.0
17017,Graduate Degree,Management,F,S,0,1,0,0,11.5388953103,0,24.0
17018,Bachelors,Skilled Manual,F,M,1,2,1,2,10.885416201,1,35.0
17019,Graduate Degree,Professional,M,M,1,2,0,0,11.7855370459,0,27.0
17020,Graduate Degree,Manual,F,M,0,0,0,1,10.3021629963,0,30.0
17021,Partial High School,Skilled Manual,F,M,1,1,0,2,10.9509644291,0,45.0
17022,Bachelors,Management,M,M,1,2,2,2,11.6113399125,1,38.0
17023,Bachelors,Management,M,S,0,0,0,0,11.6278243454,0,23.0
17024,High School,Skilled Manual,M,S,0,1,0,0,10.85181944,0,19.0
17025,Bachelors,Skilled Manual,F,M,0,2,1,2,10.9837831094,1,28.0
17026,Partial High School,Skilled Manual,F,S,0,1,0,0,10.9079906066,0,33.0
17027,Partial College,Management,M,S,0,2,0,0,11.5757312358,1,17.0
17028,Partial College,Skilled Manual,M,M,0,2,0,0,10.8693681288,1,18.0
17029,Bachelors,Professional,F,S,0,1,0,0,11.7907011306,0,21.0
17030,Partial College,Clerical,M,M,1,3,0,2,11.3177010228,1,35.0
17031,High School,Skilled Manual,M,S,0,1,0,0,11.0275076451,1,19.0
17032,Partial College,Clerical,M,S,0,1,0,0,11.3010309058,0,18.0
17033,Partial High School,Skilled Manual,F,S,0,2,0,0,10.9801268604,0,25.0
17034,Partial College,Skilled Manual,M,M,1,0,1,2,10.9897066958,1,46.0
17035,Graduate Degree,Professional,F,M,1,2,0,2,11.7705941069,0,63.0
17036,Bachelors,Management,M,M,1,0,0,0,11.6318811461,0,21.0
17037,Bachelors,Clerical,F,M,1,2,1,2,11.2955527304,1,34.0
17038,High School,Clerical,M,S,0,2,0,0,11.2984442867,1,17.0
17039,Graduate Degree,Professional,F,M,1,3,0,2,11.8368478521,1,57.0
17040,High School,Clerical,F,S,0,1,0,0,11.3729504999,0,21.0
17041,Partial College,Management,F,S,0,2,0,0,11.6097708294,0,23.0
17042,High School,Manual,F,M,0,1,0,2,10.5088139377,0,31.0
17043,Graduate Degree,Manual,F,S,0,1,0,0,10.1632715679,0,30.0
17044,Bachelors,Clerical,F,M,1,3,0,2,11.2572070677,1,38.0
17045,High School,Skilled Manual,M,M,0,0,0,0,10.9398875013,0,21.0
17046,Partial College,Manual,M,S,0,0,0,0,10.4882975694,0,20.0
17047,Graduate Degree,Professional,F,S,1,0,0,0,11.7706250204,1,34.0
17048,Partial College,Skilled Manual,F,S,0,2,0,0,10.8675965479,0,17.0
17049,Bachelors,Clerical,M,M,1,3,1,2,11.3304678989,1,27.0
17050,Graduate Degree,Clerical,M,M,1,2,0,1,11.3528388691,1,30.0
17051,Bachelors,Clerical,F,S,0,1,0,0,11.297650872,0,28.0
17052,Graduate Degree,Manual,M,S,0,1,0,0,10.1849377471,0,38.0
17053,Partial College,Skilled Manual,F,S,0,2,0,0,10.9128678186,1,24.0
17054,Partial College,Manual,F,S,0,0,0,0,10.4898009104,1,19.0
17055,Bachelors,Skilled Manual,F,S,0,0,0,0,10.9886768209,1,36.0
17056,High School,Manual,M,M,1,0,1,2,10.4004069311,1,45.0
17057,Partial College,Clerical,F,S,1,1,0,0,11.2478916404,0,40.0
17058,Partial College,Clerical,M,S,0,1,0,0,11.3787309954,0,18.0
17059,Partial College,Clerical,M,M,1,2,1,1,11.3071674063,1,40.0
17060,Partial High School,Skilled Manual,F,S,1,1,0,0,10.9600270648,0,41.0
17061,High School,Clerical,F,S,0,1,0,0,11.3418405401,0,25.0
17062,High School,Skilled Manual,F,S,0,1,0,0,10.9420667111,0,21.0
17063,Bachelors,Management,M,M,1,1,0,1,11.6003775782,1,30.0
17064,Bachelors,Skilled Manual,M,M,0,1,0,0,11.0078499443,0,17.0
17065,Bachelors,Professional,F,M,1,1,1,2,11.7984201468,1,30.0
17066,High School,Skilled Manual,F,M,1,1,1,1,10.9725508722,1,30.0
17067,Partial College,Clerical,F,M,0,0,0,0,11.2512749457,1,22.0
17068,Bachelors,Clerical,F,M,1,1,1,2,11.3588414496,1,30.0
17069,Bachelors,Manual,M,M,0,0,0,1,10.3325064136,0,26.0
17070,Partial College,Manual,F,M,1,0,0,2,10.2461903389,0,37.0
17071,High School,Skilled Manual,M,S,0,1,0,0,10.8882403484,1,24.0
17072,Graduate Degree,Manual,M,M,1,1,2,3,10.3372809326,0,59.0
17073,Graduate Degree,Management,F,M,1,3,0,2,11.614181569,1,39.0
17074,Bachelors,Skilled Manual,M,M,1,2,2,2,10.9219557395,1,48.0
17075,Partial College,Management,F,M,1,3,2,2,11.6110861238,1,40.0
17076,Bachelors,Management,F,M,1,2,2,2,11.6138561835,1,30.0
17077,High School,Clerical,M,M,0,2,0,0,11.2626034013,1,23.0
17078,Partial College,Skilled Manual,M,S,0,1,0,0,10.9657815785,0,22.0
17079,Bachelors,Manual,F,S,0,0,0,0,10.1463552967,0,33.0
17080,Partial College,Skilled Manual,F,M,1,1,0,2,10.9524192807,0,41.0
17081,Partial High School,Manual,F,S,1,0,0,0,10.1720632552,0,47.0
17082,Partial College,Manual,M,S,0,1,0,0,10.5189164053,0,26.0
17083,Graduate Degree,Professional,M,S,1,1,0,0,11.8062515798,0,30.0
17084,High School,Manual,M,S,0,0,0,0,10.4294283641,1,30.0
17085,Graduate Degree,Management,M,S,0,3,0,0,11.6074444228,1,27.0
17086,Partial College,Skilled Manual,F,M,1,1,1,2,10.9274660898,1,49.0
17087,Partial College,Skilled Manual,M,S,0,1,0,0,10.9464990372,0,19.0
17088,Graduate Degree,Professional,F,M,1,2,1,2,11.7613312227,1,56.0
17089,Partial College,Skilled Manual,F,M,1,1,0,2,10.8653250994,0,40.0
17090,Graduate Degree,Management,F,M,1,3,0,0,11.6250927618,1,26.0
17091,High School,Manual,F,M,1,1,2,2,10.315034131,0,46.0
17092,Partial College,Manual,F,M,1,1,1,1,10.4753706456,1,44.0
17093,Partial College,Clerical,M,M,1,3,0,2,11.3477205786,1,41.0
17094,Partial College,Manual,M,S,0,0,0,0,10.4816446685,1,20.0
17095,Partial College,Skilled Manual,M,S,0,1,0,0,10.9114089759,0,28.0
17096,Partial College,Skilled Manual,M,S,0,1,0,0,11.0350831937,1,34.0
17097,Bachelors,Skilled Manual,F,S,1,2,0,1,10.8472767131,0,52.0
17098,Partial College,Skilled Manual,F,S,0,1,0,0,10.9700758362,0,21.0
17099,Partial High School,Manual,F,S,0,1,0,0,10.3118152263,0,30.0
17100,Graduate Degree,Management,F,S,0,1,0,0,11.6152925046,0,22.0
17101,Partial High School,Skilled Manual,F,S,0,0,0,0,10.9076426309,0,29.0
17102,High School,Manual,M,M,0,0,0,2,10.5084044317,0,24.0
17103,Partial College,Clerical,M,S,0,0,0,0,11.2938112848,0,17.0
17104,Partial College,Management,F,M,1,2,1,1,11.5772233322,1,46.0
17105,Bachelors,Clerical,M,S,0,2,0,0,11.3728469725,1,28.0
17106,High School,Skilled Manual,F,M,1,1,0,2,10.9153429773,0,41.0
17107,Bachelors,Manual,F,M,0,0,1,1,10.3951303569,1,31.0
17108,Bachelors,Management,M,S,0,1,0,0,11.5956568626,1,24.0
17109,Bachelors,Management,M,S,0,1,0,0,11.6228465653,1,26.0
17110,High School,Clerical,F,S,1,1,1,1,11.2478655706,0,49.0
17111,Graduate Degree,Management,M,M,1,3,0,0,11.6271466091,1,30.0
17112,Bachelors,Skilled Manual,M,S,0,1,0,0,10.8703763372,0,28.0
17113,Bachelors,Skilled Manual,F,M,1,0,0,2,10.9911905507,1,50.0
17114,Bachelors,Skilled Manual,M,S,0,1,0,0,10.9453883863,0,23.0
17115,Bachelors,Clerical,F,M,1,1,1,2,11.3556866885,1,52.0
17116,Partial College,Manual,F,S,0,1,0,0,10.4155623957,0,26.0
17117,High School,Clerical,M,S,1,2,0,0,11.344281936,1,42.0
17118,Partial College,Clerical,F,M,1,2,0,2,11.3533668553,1,35.0
17119,Graduate Degree,Professional,M,M,1,2,0,3,11.7945190401,0,62.0
17120,Graduate Degree,Clerical,F,M,0,1,0,0,11.2783417235,0,23.0
17121,Bachelors,Management,M,M,1,3,1,2,11.5607532615,1,32.0
17122,High School,Skilled Manual,F,M,1,0,1,2,11.018038805,1,47.0
17123,High School,Skilled Manual,M,M,0,1,1,1,10.8541603873,1,26.0
17124,High School,Skilled Manual,M,S,1,1,0,0,10.9670251879,1,41.0
17125,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9918979787,0,21.0
17126,Graduate Degree,Professional,F,S,1,3,0,0,11.7756742709,1,25.0
17127,Partial College,Clerical,M,S,0,2,0,0,11.3214743604,1,25.0
17128,Bachelors,Professional,F,S,1,3,0,0,11.7650917525,0,28.0
17129,Bachelors,Skilled Manual,M,S,0,1,0,0,10.8951269152,0,28.0
17130,Partial College,Clerical,F,S,1,2,0,0,11.2498059153,1,35.0
17131,Bachelors,Skilled Manual,F,M,0,1,0,1,10.8441000966,0,25.0
17132,Partial College,Manual,M,M,1,0,1,2,10.4801290063,1,38.0
17133,Partial College,Management,M,M,1,1,0,0,11.5571050166,1,20.0
17134,Bachelors,Clerical,F,M,0,0,0,0,11.3518525483,1,22.0
17135,Partial College,Skilled Manual,M,S,0,0,0,0,10.8562837762,1,34.0
17136,Graduate Degree,Professional,M,M,1,0,1,2,11.8189384941,1,38.0
17137,Bachelors,Clerical,F,M,0,1,0,0,11.2974028008,1,20.0
17138,Graduate Degree,Clerical,F,S,0,2,0,0,11.2676768879,1,23.0
17139,Bachelors,Management,F,S,1,2,0,0,11.5905622037,1,31.0
17140,Bachelors,Clerical,F,S,1,3,1,1,11.2708921196,1,55.0
17141,Partial College,Clerical,F,S,0,2,0,0,11.2663853358,1,21.0
17142,Partial High School,Manual,F,M,1,0,1,2,10.1905444296,0,46.0
17143,Partial College,Skilled Manual,M,M,1,1,0,2,10.9527695312,1,43.0
17144,Graduate Degree,Manual,M,M,1,1,0,2,10.4252827895,0,59.0
17145,Partial College,Skilled Manual,F,S,1,0,0,0,11.0201034656,0,47.0
17146,High School,Manual,M,S,0,0,0,0,10.1806646403,0,43.0
17147,Bachelors,Clerical,M,S,0,1,0,0,11.3279564066,1,28.0
17148,Partial College,Skilled Manual,M,M,1,1,1,1,11.0029661325,1,29.0
17149,Partial College,Skilled Manual,M,S,0,2,0,0,10.914997551,0,18.0
