,City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,age,year,month,day
17299,Lille,Nord,France,1967-09-27,Partial High School,Manual,M,M,1,1,0,2,30915,0,46.67,49.0,1967,9,27
17300,Hervey Bay,Queensland,Australia,1981-05-07,Partial College,Clerical,M,M,1,3,1,1,81550,1,50.85,35.0,1981,5,7
17301,Eilenburg,Brandenburg,Germany,1992-03-13,Partial College,Clerical,F,S,0,2,0,0,84295,1,50.91,24.0,1992,3,13
17302,London,England,United Kingdom,1987-09-09,Bachelors,Professional,F,S,1,2,0,0,132340,1,53.72,29.0,1987,9,9
17303,Frankfurt am Main,Saarland,Germany,1980-05-14,Partial College,Clerical,F,M,1,1,1,2,80334,1,49.94,36.0,1980,5,14
17304,Bellingham,Washington,United States,1991-06-16,Graduate Degree,Skilled Manual,M,M,0,1,1,1,55094,1,49.38,25.0,1991,6,16
17305,Warrnambool,Victoria,Australia,1999-10-06,Partial College,Clerical,M,M,0,2,0,0,86334,1,49.93,17.0,1999,10,6
17306,Coronado,California,United States,1974-05-21,High School,Clerical,F,M,1,2,1,1,87174,1,49.78,42.0,1974,5,21
17307,Cambridge,England,United Kingdom,1990-11-10,Partial College,Clerical,F,S,0,1,0,0,78169,0,52.55,26.0,1990,11,10
17308,Orly,Val de Marne,France,1970-01-03,High School,Skilled Manual,F,M,1,1,1,2,61502,1,52.94,47.0,1970,1,3
17309,Springwood,New South Wales,Australia,1986-05-09,Graduate Degree,Skilled Manual,F,M,1,2,0,1,54813,1,48.94,30.0,1986,5,9
17310,Bellflower,California,United States,1986-01-06,Graduate Degree,Management,F,M,1,1,0,2,108659,1,51.47,31.0,1986,1,6
17311,Berlin,Saarland,Germany,1982-05-04,Bachelors,Clerical,M,M,1,1,1,2,82959,1,51.54,34.0,1982,5,4
17312,Marysville,Washington,United States,1972-02-22,High School,Clerical,M,S,1,1,0,0,77430,0,54.69,45.0,1972,2,22
17313,Caloundra,Queensland,Australia,1992-10-05,Bachelors,Management,F,S,0,3,0,0,111554,0,54.32,24.0,1992,10,5
17314,Sydney,New South Wales,Australia,1989-10-20,Graduate Degree,Professional,F,M,1,3,0,0,131346,1,52.41,27.0,1989,10,20
17315,Sydney,New South Wales,Australia,1996-02-26,High School,Manual,F,M,0,1,0,0,34380,0,46.25,21.0,1996,2,26
17316,Sooke,British Columbia,Canada,1975-06-17,High School,Manual,F,M,1,0,0,2,35850,1,46.49,41.0,1975,6,17
17317,Matraville,New South Wales,Australia,1979-06-17,Graduate Degree,Professional,F,S,1,2,0,0,132876,1,53.61,37.0,1979,6,17
17318,Ballard,Washington,United States,1983-07-24,Bachelors,Skilled Manual,M,S,0,0,0,0,52473,0,51.66,33.0,1983,7,24
17319,Gateshead,England,United Kingdom,1980-07-13,Partial College,Management,M,S,1,2,0,0,108818,1,54.81,36.0,1980,7,13
17320,Oxford,England,United Kingdom,1967-10-13,Partial High School,Skilled Manual,M,M,1,2,1,2,53267,1,51.73,49.0,1967,10,13
17321,Hobart,Tasmania,Australia,1996-05-22,Bachelors,Clerical,F,S,0,2,0,0,84871,1,51.04,20.0,1996,5,22
17322,Bremerton,Washington,United States,1979-03-21,Bachelors,Management,F,M,1,0,0,2,106632,0,51.55,37.0,1979,3,21
17323,Casper,Wyoming,United States,1992-04-05,Bachelors,Professional,F,M,1,2,0,2,135577,0,52.8,24.0,1992,4,5
17324,Verrieres Le Buisson,Essonne,France,1975-01-08,Partial College,Skilled Manual,M,M,1,1,0,2,53634,0,48.25,42.0,1975,1,8
17325,Duesseldorf,Hessen,Germany,1977-11-09,Partial College,Skilled Manual,M,M,1,1,1,1,51876,1,51.45,39.0,1977,11,9
17326,Marysville,Washington,United States,1963-03-15,Graduate Degree,Management,F,M,1,3,0,2,108988,1,50.48,54.0,1963,3,15
17327,Beaverton,Oregon,United States,1978-02-08,Partial College,Clerical,F,M,1,2,1,1,76854,1,49.25,39.0,1978,2,8
17328,Chatou,Yveline,France,1987-03-13,Bachelors,Clerical,M,M,1,1,1,1,83759,0,50.78,30.0,1987,3,13
17329,Spokane,Washington,United States,1969-11-23,High School,Skilled Manual,F,S,1,1,0,0,54821,0,49.23,47.0,1969,11,23
17330,Berlin,Saarland,Germany,1965-05-09,Bachelors,Management,M,S,1,0,1,1,105466,1,50.42,51.0,1965,5,9
17331,Olympia,Washington,United States,1987-03-15,Partial College,Skilled Manual,M,S,0,1,0,0,61091,1,50.56,29.0,1987,3,15
17332,Warrnambool,Victoria,Australia,1992-03-23,High School,Clerical,F,S,0,2,0,0,77780,1,49.2,24.0,1992,3,23
17333,Gateshead,England,United Kingdom,1994-03-20,Bachelors,Skilled Manual,F,M,0,1,0,0,61513,0,48.88,22.0,1994,3,20
17334,Milwaukie,Oregon,United States,1973-07-18,High School,Manual,F,M,1,0,1,2,26267,0,49.06,43.0,1973,7,18
17335,Darlinghurst,New South Wales,Australia,1984-06-05,Bachelors,Clerical,M,S,0,2,0,0,81912,1,61.31,32.0,1984,6,5
17336,West Covina,California,United States,1996-02-26,Partial College,Skilled Manual,F,M,0,1,0,0,57671,0,49.02,21.0,1996,2,26
17337,Bellingham,Washington,United States,1961-08-10,Graduate Degree,Professional,F,S,1,1,1,1,130213,0,56.76,55.0,1961,8,10
17338,Solingen,Nordrhein-Westfalen,Germany,1987-12-16,Bachelors,Skilled Manual,M,S,0,0,0,0,54018,1,48.02,29.0,1987,12,16
17339,Grevenbroich,Bayern,Germany,1990-06-16,Bachelors,Clerical,M,M,1,2,1,1,86748,1,53.93,26.0,1990,6,16
17340,Burnaby,British Columbia,Canada,1990-04-06,Bachelors,Management,F,M,1,1,0,1,108642,0,51.22,26.0,1990,4,6
17341,Edmonds,Washington,United States,1980-03-26,High School,Manual,M,M,1,1,1,2,26347,0,52.85,36.0,1980,3,26
17342,Olympia,Washington,United States,1969-05-02,Partial College,Clerical,F,S,1,1,0,0,84196,0,53.94,47.0,1969,5,2
17343,Cliffside,British Columbia,Canada,1962-12-12,Bachelors,Manual,F,M,1,0,0,3,35753,0,46.3,54.0,1962,12,12
17344,Silverwater,New South Wales,Australia,1989-12-25,Graduate Degree,Skilled Manual,F,S,0,2,0,0,60559,1,50.48,27.0,1989,12,25
17345,Berks,England,United Kingdom,1981-10-12,Bachelors,Management,M,S,1,3,0,0,112204,1,57.39,35.0,1981,10,12
17346,Warrington,England,United Kingdom,1967-01-03,Partial College,Clerical,F,M,1,1,2,2,79743,0,49.52,50.0,1967,1,3
17347,London,England,United Kingdom,1991-11-06,Partial College,Management,F,M,1,2,1,1,107437,1,50.88,25.0,1991,11,6
17348,Lille,Nord,France,1979-05-22,Graduate Degree,Professional,F,M,1,3,0,2,134414,1,52.27,37.0,1979,5,22
17349,Lavender Bay,New South Wales,Australia,1965-03-07,Partial High School,Skilled Manual,M,M,1,2,1,2,58922,1,48.69,52.0,1965,3,7
17350,Lebanon,Oregon,United States,1975-09-13,Partial High School,Skilled Manual,M,S,1,1,0,0,59523,1,57.2,41.0,1975,9,13
17351,Daly City,California,United States,1958-06-20,Graduate Degree,Skilled Manual,M,S,1,1,1,1,55779,1,51.5,58.0,1958,6,20
17352,Spokane,Washington,United States,1988-09-18,Bachelors,Clerical,M,M,1,2,0,1,83064,1,50.38,28.0,1988,9,18
17353,Bonn,Nordrhein-Westfalen,Germany,1991-10-20,Partial College,Manual,F,M,0,0,1,2,34201,1,46.38,25.0,1991,10,20
17354,Burien,Washington,United States,1981-03-10,High School,Skilled Manual,M,S,0,1,0,0,56742,1,51.03,36.0,1981,3,10
17355,San Francisco,California,United States,1993-06-14,Graduate Degree,Professional,F,M,1,1,0,0,130611,0,52.23,23.0,1993,6,14
17356,Lake Oswego,Oregon,United States,1981-05-14,Partial College,Management,F,M,1,3,0,2,111668,1,51.14,35.0,1981,5,14
17357,Renton,Washington,United States,1992-09-11,Graduate Degree,Professional,F,M,1,2,0,0,135080,0,52.62,24.0,1992,9,11
17358,Lebanon,Oregon,United States,1968-10-20,Partial College,Clerical,F,S,1,0,0,0,81233,0,53.9,48.0,1968,10,20
17359,Sedro Woolley,Washington,United States,1986-03-02,Graduate Degree,Management,M,S,1,1,0,0,103071,0,52.87,31.0,1986,3,2
17360,Port Macquarie,New South Wales,Australia,1981-09-11,Partial College,Skilled Manual,F,M,1,1,1,1,54829,1,51.82,35.0,1981,9,11
17361,Novato,California,United States,1987-06-11,Graduate Degree,Management,M,M,1,2,1,2,108639,1,51.5,29.0,1987,6,11
17362,Cliffside,British Columbia,Canada,1959-07-17,Graduate Degree,Professional,M,S,1,3,1,1,136237,1,55.48,57.0,1959,7,17
17363,Paris La Defense,Hauts de Seine,France,1965-08-05,High School,Skilled Manual,F,M,1,1,0,2,54495,1,48.82,51.0,1965,8,5
17364,Burien,Washington,United States,1994-08-18,Partial High School,Manual,F,S,0,1,0,0,26964,0,47.23,22.0,1994,8,18
17365,Watford,England,United Kingdom,1974-05-03,High School,Skilled Manual,M,S,1,2,0,0,61734,1,60.31,42.0,1974,5,3
17366,St. Leonards,New South Wales,Australia,1986-03-01,Graduate Degree,Management,F,S,1,2,0,0,102198,0,51.08,31.0,1986,3,1
17367,N. Vancouver,British Columbia,Canada,1964-06-09,Bachelors,Skilled Manual,M,M,1,1,0,2,62519,0,48.56,52.0,1964,6,9
17368,N. Vancouver,British Columbia,Canada,1989-02-03,Graduate Degree,Skilled Manual,M,M,0,1,0,2,53619,0,49.0,28.0,1989,2,3
17369,Spring Valley,California,United States,1958-07-14,Graduate Degree,Management,F,M,1,2,0,2,103993,0,51.81,58.0,1958,7,14
17370,Paris,Seine (Paris),France,1986-09-04,Bachelors,Manual,F,M,0,0,2,2,28265,0,45.4,30.0,1986,9,4
17371,Salzgitter,Hessen,Germany,1997-04-13,Partial College,Manual,M,S,0,0,0,0,34450,0,47.34,19.0,1997,4,13
17372,El Cajon,California,United States,1969-10-07,High School,Skilled Manual,M,S,1,1,0,0,56249,0,53.53,47.0,1969,10,7
17373,Newcastle,New South Wales,Australia,1967-07-09,High School,Skilled Manual,F,S,1,0,0,1,52366,0,49.97,49.0,1967,7,9
17374,Coffs Harbour,New South Wales,Australia,1976-11-14,High School,Manual,M,M,1,1,0,2,35760,0,52.35,40.0,1976,11,14
17375,La Jolla,California,United States,1993-10-09,Partial College,Skilled Manual,F,M,0,0,0,0,56880,0,48.75,23.0,1993,10,9
17376,London,England,United Kingdom,1983-01-18,Partial High School,Manual,M,M,0,1,1,2,30430,0,48.32,34.0,1983,1,18
17377,Metchosin,British Columbia,Canada,1976-08-11,Partial High School,Skilled Manual,M,M,1,1,0,2,60896,1,49.73,40.0,1976,8,11
17378,Beverly Hills,California,United States,1996-12-21,Partial College,Skilled Manual,F,M,0,1,0,0,57624,1,49.31,20.0,1996,12,21
17379,Mill Valley,California,United States,1968-06-11,Bachelors,Management,F,S,1,2,0,0,103839,1,50.65,48.0,1968,6,11
17380,Redmond,Washington,United States,1996-03-10,High School,Skilled Manual,F,M,0,1,0,0,56601,1,48.17,21.0,1996,3,10
17381,W. Linn,Oregon,United States,1965-02-20,Partial High School,Manual,M,M,1,1,0,3,30884,0,46.32,52.0,1965,2,20
17382,Solingen,Nordrhein-Westfalen,Germany,1991-05-09,Partial High School,Skilled Manual,F,S,0,0,0,0,54759,1,53.25,25.0,1991,5,9
17383,South Melbourne,Victoria,Australia,1963-03-24,Graduate Degree,Skilled Manual,F,S,1,0,0,1,52125,0,50.01,53.0,1963,3,24
17384,Coronado,California,United States,1975-10-17,High School,Manual,F,S,0,1,0,0,30875,0,47.02,41.0,1975,10,17
17385,Billericay,England,United Kingdom,1970-05-17,Partial College,Clerical,F,M,1,1,1,2,81420,1,52.42,46.0,1970,5,17
17386,Sulzbach Taunus,Saarland,Germany,1992-07-14,High School,Clerical,M,S,0,2,0,0,80476,0,50.47,24.0,1992,7,14
17387,Downey,California,United States,1994-02-05,Partial College,Skilled Manual,M,S,0,1,0,0,53728,1,51.3,23.0,1994,2,5
17388,Glendale,California,United States,1974-09-17,Partial College,Clerical,F,M,1,2,0,2,85380,0,51.13,42.0,1974,9,17
17389,Edmonds,Washington,United States,1986-05-02,Graduate Degree,Management,M,S,1,2,0,0,107149,0,61.32,30.0,1986,5,2
17390,National City,California,United States,1984-06-02,Bachelors,Clerical,M,M,1,0,1,1,80608,1,54.88,32.0,1984,6,2
17391,Tacoma,Washington,United States,1969-03-05,Partial College,Clerical,M,S,1,2,0,0,84514,1,59.48,48.0,1969,3,5
17392,Woodburn,Oregon,United States,1992-07-13,Graduate Degree,Skilled Manual,M,M,0,2,1,1,57072,1,51.36,24.0,1992,7,13
17393,Redwood City,California,United States,1990-04-08,Bachelors,Manual,F,M,0,0,1,1,30099,1,49.91,26.0,1990,4,8
17394,Paris,Seine (Paris),France,1968-03-17,High School,Skilled Manual,M,M,1,1,0,2,56667,1,49.05,49.0,1968,3,17
17395,Goulburn,New South Wales,Australia,1976-06-03,High School,Skilled Manual,M,S,1,1,0,0,57575,1,55.63,40.0,1976,6,3
17396,Sedro Woolley,Washington,United States,1977-04-08,Bachelors,Professional,M,M,1,0,2,2,134915,1,57.84,39.0,1977,4,8
17397,Burlingame,California,United States,1977-02-12,Bachelors,Skilled Manual,M,M,1,2,0,1,62043,0,55.78,40.0,1977,2,12
17398,Paris,Seine (Paris),France,1989-08-26,Graduate Degree,Professional,M,M,1,2,0,0,130198,1,52.38,27.0,1989,8,26
17399,Birmingham,England,United Kingdom,1981-06-05,Bachelors,Management,F,S,1,1,0,0,112824,0,52.69,35.0,1981,6,5
17400,Newcastle,New South Wales,Australia,1962-02-26,Bachelors,Clerical,M,S,1,2,0,1,78158,0,53.33,55.0,1962,2,26
17401,London,England,United Kingdom,1988-01-19,Bachelors,Skilled Manual,F,M,0,1,0,1,61607,0,48.48,29.0,1988,1,19
17402,London,England,United Kingdom,1990-05-06,Bachelors,Management,M,M,1,2,0,0,105460,1,51.2,26.0,1990,5,6
17403,Issaquah,Washington,United States,1983-09-09,Graduate Degree,Clerical,F,M,1,0,0,1,84470,1,50.82,33.0,1983,9,9
17404,Berlin,Hessen,Germany,1983-05-02,Partial College,Clerical,M,S,0,3,0,0,82678,0,53.01,33.0,1983,5,2
17405,Coffs Harbour,New South Wales,Australia,1968-09-19,Partial High School,Manual,M,M,1,0,1,2,35045,0,55.05,48.0,1968,9,19
17406,Milwaukie,Oregon,United States,1975-08-17,High School,Skilled Manual,M,S,1,0,0,0,58205,1,50.95,41.0,1975,8,17
17407,Shawnee,British Columbia,Canada,1969-11-13,Partial College,Clerical,M,S,1,1,0,0,80424,0,54.5,47.0,1969,11,13
17408,Berlin,Hessen,Germany,1986-01-22,Bachelors,Professional,F,M,1,2,1,2,133317,1,55.26,31.0,1986,1,22
17409,Victoria,British Columbia,Canada,1977-09-24,High School,Skilled Manual,M,M,1,1,1,2,61498,1,55.16,39.0,1977,9,24
17410,W. Linn,Oregon,United States,1982-05-09,Partial College,Clerical,M,M,1,2,1,1,83693,1,53.87,34.0,1982,5,9
17411,Milton Keynes,England,United Kingdom,1997-06-09,Partial College,Management,F,S,0,2,0,0,103309,0,54.21,19.0,1997,6,9
17412,Sèvres,Hauts de Seine,France,1975-06-09,Partial College,Management,M,S,1,0,0,0,103844,1,55.71,41.0,1975,6,9
17413,Newcastle upon Tyne,England,United Kingdom,1991-02-22,Partial High School,Manual,M,S,0,0,0,0,28781,0,48.04,26.0,1991,2,22
17414,National City,California,United States,1996-04-15,Partial College,Management,M,S,0,2,0,0,106492,1,54.43,20.0,1996,4,15
17415,Victoria,British Columbia,Canada,1984-01-18,Partial College,Clerical,M,M,1,1,0,1,80738,0,54.22,33.0,1984,1,18
17416,Springwood,New South Wales,Australia,1989-07-28,Graduate Degree,Clerical,F,S,0,3,0,0,87351,0,50.25,27.0,1989,7,28
17417,North Ryde,New South Wales,Australia,1986-07-01,Graduate Degree,Skilled Manual,F,M,1,1,0,1,58512,1,48.74,30.0,1986,7,1
17418,N. Vancouver,British Columbia,Canada,1988-08-14,Bachelors,Manual,F,M,0,1,0,1,28088,0,46.23,28.0,1988,8,14
17419,Gold Coast,Queensland,Australia,1982-09-07,Bachelors,Management,F,M,1,1,1,1,106761,1,53.46,34.0,1982,9,7
17420,Sèvres,Hauts de Seine,France,1985-11-20,Bachelors,Management,F,M,1,0,0,2,111033,1,51.97,31.0,1985,11,20
17421,Bellingham,Washington,United States,1976-09-16,Partial High School,Manual,M,S,0,0,0,0,35300,0,50.19,40.0,1976,9,16
17422,Colma,California,United States,1966-07-03,Bachelors,Professional,F,M,1,3,1,2,131908,1,52.19,50.0,1966,7,3
17423,Beaverton,Oregon,United States,1987-07-01,Partial College,Manual,F,S,0,0,0,0,30320,1,48.89,29.0,1987,7,1
17424,Issaquah,Washington,United States,1992-08-01,Bachelors,Clerical,F,S,0,1,0,0,81901,0,51.6,24.0,1992,8,1
17425,Coronado,California,United States,1986-06-11,Bachelors,Skilled Manual,M,M,1,1,1,1,58040,1,51.34,30.0,1986,6,11
17426,Seaford,Victoria,Australia,1981-10-14,Partial College,Management,F,S,1,2,0,0,103566,1,55.56,35.0,1981,10,14
17427,Poing,Saarland,Germany,1965-09-02,Partial College,Manual,M,M,1,0,1,2,27705,0,49.19,51.0,1965,9,2
17428,San Diego,California,United States,1977-09-19,Partial High School,Skilled Manual,F,M,1,2,1,2,52115,1,51.13,39.0,1977,9,19
17429,Cranbourne,Victoria,Australia,1994-08-20,Bachelors,Clerical,M,M,0,1,0,0,83818,0,49.59,22.0,1994,8,20
17430,W. York,England,United Kingdom,1992-11-16,Partial High School,Manual,M,M,0,0,1,1,29114,0,49.23,24.0,1992,11,16
17431,Chatou,Yveline,France,1986-01-13,Partial College,Clerical,M,S,0,3,0,0,82638,1,55.02,31.0,1986,1,13
17432,Santa Monica,California,United States,1978-03-10,Bachelors,Clerical,F,M,1,2,0,2,82474,1,50.6,39.0,1978,3,10
17433,Chula Vista,California,United States,1964-11-01,Bachelors,Skilled Manual,M,M,1,2,0,2,52876,0,47.64,52.0,1964,11,1
17434,Sunbury,Victoria,Australia,1985-10-13,Bachelors,Professional,M,M,1,2,0,2,133955,1,57.62,31.0,1985,10,13
17435,Paris,Seine (Paris),France,1981-10-15,Graduate Degree,Manual,F,S,0,1,0,0,27235,0,48.89,35.0,1981,10,15
17436,Shawnee,British Columbia,Canada,1972-09-02,High School,Manual,M,M,1,1,0,2,27589,0,45.99,44.0,1972,9,2
17437,Bellingham,Washington,United States,1968-05-13,High School,Manual,F,M,1,0,1,2,31495,1,47.41,48.0,1968,5,13
17438,Tacoma,Washington,United States,1992-03-13,Graduate Degree,Manual,F,M,0,0,1,2,30867,1,45.15,24.0,1992,3,13
17439,San Diego,California,United States,1991-03-18,Graduate Degree,Manual,F,M,0,1,1,1,25747,0,46.52,25.0,1991,3,18
17440,Lavender Bay,New South Wales,Australia,1980-02-09,Partial College,Clerical,M,S,1,3,0,0,87166,1,52.0,37.0,1980,2,9
17441,Haney,British Columbia,Canada,1985-06-28,Bachelors,Management,M,M,1,2,0,2,104454,0,50.88,31.0,1985,6,28
17442,Renton,Washington,United States,1993-07-05,Graduate Degree,Professional,M,S,0,2,0,0,136231,1,52.42,23.0,1993,7,5
17443,Findon,South Australia,Australia,1967-06-24,High School,Manual,M,M,1,1,1,2,29994,0,49.8,49.0,1967,6,24
17444,Lemon Grove,California,United States,1973-09-26,High School,Skilled Manual,F,S,1,0,0,0,59417,1,52.88,43.0,1973,9,26
17445,Newcastle,New South Wales,Australia,1980-08-04,Partial College,Management,M,M,1,1,0,1,107072,0,54.95,36.0,1980,8,4
17446,Hervey Bay,Queensland,Australia,1989-09-24,Graduate Degree,Clerical,F,M,1,3,1,1,85757,1,50.28,27.0,1989,9,24
17447,Yakima,Washington,United States,1976-08-03,Partial College,Management,M,M,1,3,0,2,103025,1,58.68,40.0,1976,8,3
17448,Metz,Moselle,France,1990-08-07,Partial College,Skilled Manual,F,S,0,1,0,0,52248,0,50.41,26.0,1990,8,7
17449,York,England,United Kingdom,1952-05-10,Partial College,Skilled Manual,M,S,1,0,0,1,59896,1,51.46,64.0,1952,5,10
17450,Essen,Hamburg,Germany,1984-08-12,Partial College,Clerical,M,S,0,2,0,0,78087,0,60.6,32.0,1984,8,12
17451,Stuttgart,Saarland,Germany,1997-03-01,High School,Skilled Manual,F,S,0,1,0,0,56581,0,49.3,20.0,1997,3,1
17452,Oak Bay,British Columbia,Canada,1963-09-03,Bachelors,Skilled Manual,F,M,1,0,1,2,61469,1,51.61,53.0,1963,9,3
17453,Suresnes,Hauts de Seine,France,1966-02-10,Bachelors,Skilled Manual,M,M,1,2,2,2,62262,1,53.28,51.0,1966,2,10
17454,Downey,California,United States,1996-04-27,Partial College,Management,M,S,0,2,0,0,108679,1,54.02,20.0,1996,4,27
17455,Hobart,Tasmania,Australia,1980-06-15,Partial College,Skilled Manual,M,S,0,1,0,0,62460,1,59.6,36.0,1980,6,15
17456,Berlin,Hessen,Germany,1977-08-26,Bachelors,Skilled Manual,F,M,1,0,1,2,58745,1,52.9,39.0,1977,8,26
17457,Berkshire,England,United Kingdom,1987-11-13,High School,Clerical,F,S,0,1,0,0,81718,0,52.59,29.0,1987,11,13
17458,Stoke-on-Trent,England,United Kingdom,1996-08-10,Partial College,Skilled Manual,M,S,0,1,0,0,59374,0,48.64,20.0,1996,8,10
17459,Burlingame,California,United States,1979-05-06,Graduate Degree,Skilled Manual,M,M,1,1,1,2,55988,0,58.28,37.0,1979,5,6
17460,Ballard,Washington,United States,1989-08-01,Graduate Degree,Clerical,M,M,1,3,1,1,81868,1,52.26,27.0,1989,8,1
17461,Springwood,New South Wales,Australia,1969-04-22,Partial High School,Manual,M,M,1,1,1,2,30066,0,52.78,47.0,1969,4,22
17462,Grossmont,California,United States,1964-03-24,High School,Manual,M,M,1,0,0,3,33971,1,46.6,52.0,1964,3,24
17463,Corvallis,Oregon,United States,1991-07-14,Graduate Degree,Management,F,S,0,3,0,0,105467,1,53.47,25.0,1991,7,14
17464,Renton,Washington,United States,1977-01-05,Partial High School,Manual,F,S,0,1,0,0,29589,0,48.2,40.0,1977,1,5
17465,Lieusaint,Seine et Marne,France,1976-10-07,High School,Clerical,M,S,1,1,0,0,78677,1,57.13,40.0,1976,10,7
17466,Renton,Washington,United States,1973-04-25,High School,Manual,F,M,1,1,2,2,32515,1,50.0,43.0,1973,4,25
17467,Bobigny,Seine Saint Denis,France,1983-04-18,Partial College,Manual,F,S,0,1,0,0,26637,0,46.69,33.0,1983,4,18
17468,Coffs Harbour,New South Wales,Australia,1980-04-07,Partial College,Clerical,F,M,1,1,0,2,85429,0,50.86,36.0,1980,4,7
17469,Berkeley,California,United States,1991-03-21,Graduate Degree,Manual,F,M,0,0,1,2,28262,0,48.49,25.0,1991,3,21
17470,Dunkerque,Nord,France,1982-05-26,Partial College,Clerical,M,S,1,3,0,0,86455,1,56.08,34.0,1982,5,26
17471,Edmonds,Washington,United States,1984-07-06,Partial College,Clerical,M,M,1,1,0,2,78064,0,53.09,32.0,1984,7,6
17472,Bellflower,California,United States,1997-10-16,Partial High School,Skilled Manual,M,M,0,1,0,0,53387,0,47.46,19.0,1997,10,16
17473,Bellflower,California,United States,1977-05-22,Partial College,Skilled Manual,M,M,1,0,1,2,53971,1,53.7,39.0,1977,5,22
17474,Beaverton,Oregon,United States,1971-06-23,High School,Skilled Manual,M,M,1,1,0,2,56220,0,50.73,45.0,1971,6,23
17475,Paderborn,Nordrhein-Westfalen,Germany,1995-07-20,Partial High School,Manual,F,S,0,1,0,0,31194,0,48.51,21.0,1995,7,20
17476,La Jolla,California,United States,1975-05-12,High School,Skilled Manual,M,M,1,2,1,2,53967,1,58.92,41.0,1975,5,12
17477,Roubaix,Nord,France,1937-10-15,Partial High School,Manual,F,M,1,0,0,3,30983,0,45.27,79.0,1937,10,15
17478,Issaquah,Washington,United States,1966-12-05,Bachelors,Skilled Manual,M,S,1,2,0,1,57760,0,50.25,50.0,1966,12,5
17479,Leipzig,Nordrhein-Westfalen,Germany,1979-07-10,Bachelors,Manual,M,M,1,0,0,1,34220,0,46.23,37.0,1979,7,10
17480,Morangis,Essonne,France,1995-11-20,High School,Skilled Manual,M,S,0,0,0,0,57576,1,52.12,21.0,1995,11,20
17481,Melton,Victoria,Australia,1993-11-25,Bachelors,Clerical,M,M,0,2,0,0,78209,1,50.22,23.0,1993,11,25
17482,Melbourne,Victoria,Australia,1986-08-10,Graduate Degree,Manual,F,M,0,0,0,2,30537,0,45.3,30.0,1986,8,10
17483,Colma,California,United States,1968-08-19,Partial College,Clerical,F,S,1,0,0,0,84623,1,51.49,48.0,1968,8,19
17484,Essen,Hamburg,Germany,1988-05-17,Partial College,Manual,F,S,0,1,0,0,35166,0,47.18,28.0,1988,5,17
17485,Oakland,California,United States,1983-11-05,Bachelors,Management,F,S,1,2,0,0,112361,0,52.07,33.0,1983,11,5
17486,Warrnambool,Victoria,Australia,1978-08-04,Graduate Degree,Clerical,F,M,1,0,0,2,80285,1,49.3,38.0,1978,8,4
17487,Pantin,Seine Saint Denis,France,1984-11-08,Partial High School,Manual,F,S,0,1,0,0,33871,0,47.3,32.0,1984,11,8
17488,Darmstadt,Hessen,Germany,1964-01-17,Partial College,Clerical,F,S,1,3,1,1,76696,1,51.56,53.0,1964,1,17
17489,Haney,British Columbia,Canada,1996-06-08,High School,Manual,F,S,0,1,0,0,33854,0,48.12,20.0,1996,6,8
17490,Chula Vista,California,United States,1975-05-11,Partial College,Clerical,F,M,1,3,0,2,77613,1,49.33,41.0,1975,5,11
17491,Milwaukie,Oregon,United States,1986-10-18,Graduate Degree,Clerical,M,M,1,1,0,1,79398,0,58.77,30.0,1986,10,18
17492,York,England,United Kingdom,1987-01-15,Bachelors,Professional,F,S,1,2,0,0,136307,1,56.01,30.0,1987,1,15
17493,Concord,California,United States,1995-01-05,High School,Skilled Manual,M,M,0,1,0,0,61979,0,49.1,22.0,1995,1,5
17494,München,Nordrhein-Westfalen,Germany,1954-05-16,Bachelors,Skilled Manual,F,M,1,2,1,2,54827,1,48.22,62.0,1954,5,16
17495,Port Orchard,Washington,United States,1966-07-10,Bachelors,Skilled Manual,F,M,1,1,0,2,60024,0,48.79,50.0,1966,7,10
17496,Milwaukie,Oregon,United States,1973-08-20,Bachelors,Skilled Manual,M,M,1,1,0,1,52942,1,49.96,43.0,1973,8,20
17497,San Carlos,California,United States,1983-03-01,Bachelors,Management,M,M,1,2,0,2,110001,1,57.98,34.0,1983,3,1
17498,Darlinghurst,New South Wales,Australia,1988-12-22,Bachelors,Management,M,M,1,1,2,2,110545,1,52.96,28.0,1988,12,22
17499,Runcorn,England,United Kingdom,1973-08-17,High School,Clerical,M,S,1,3,0,0,80986,1,56.93,43.0,1973,8,17
17500,Issaquah,Washington,United States,1973-12-19,Partial College,Manual,M,M,1,1,0,1,35925,0,49.11,43.0,1973,12,19
17501,Palo Alto,California,United States,1992-06-21,Bachelors,Clerical,F,M,1,2,1,2,85236,1,50.96,24.0,1992,6,21
17502,Daly City,California,United States,1994-06-25,Partial College,Clerical,M,S,0,3,0,0,83662,1,54.55,22.0,1994,6,25
17503,Erlangen,Bayern,Germany,1976-10-24,High School,Clerical,F,S,1,1,0,0,85335,0,52.86,40.0,1976,10,24
17504,San Gabriel,California,United States,1974-10-21,Partial College,Clerical,F,M,1,1,1,2,80707,1,50.38,42.0,1974,10,21
17505,Lancaster,England,United Kingdom,1991-11-06,Partial High School,Skilled Manual,M,M,0,1,1,1,53084,0,50.11,25.0,1991,11,6
