,CountryRegionName,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,age
13208,Australia,Clerical,F,M,1,1,2,80206,52.24,38.0
13209,United Kingdom,Manual,F,M,0,1,2,33284,49.4,30.0
13210,Australia,Clerical,M,M,1,1,2,87591,59.18,31.0
13211,Australia,Management,M,M,1,0,0,110629,51.41,22.0
13212,United States,Skilled Manual,F,M,1,0,2,53122,48.86,29.0
13213,France,Management,M,S,1,0,0,109975,62.08,40.0
13214,United States,Skilled Manual,M,M,1,1,2,58439,54.58,45.0
13215,Australia,Management,M,S,1,0,0,113037,57.54,43.0
13216,United States,Skilled Manual,F,S,0,0,0,57617,50.41,22.0
13217,United States,Skilled Manual,F,M,0,0,0,61169,49.67,16.0
13218,Australia,Skilled Manual,M,S,0,0,0,56220,48.63,21.0
13219,United States,Skilled Manual,F,S,1,0,0,58157,51.52,43.0
13220,United States,Clerical,F,S,0,0,0,80879,51.36,22.0
13221,United States,Professional,M,M,1,2,2,137094,59.57,43.0
13222,United States,Clerical,F,M,1,0,2,81608,50.39,45.0
13223,United Kingdom,Skilled Manual,F,S,1,0,0,59033,48.47,44.0
13224,Germany,Skilled Manual,M,S,0,0,0,51910,48.84,38.0
13225,Australia,Skilled Manual,M,M,1,0,2,56958,49.2,46.0
13226,United Kingdom,Clerical,M,M,1,0,2,79381,49.99,44.0
13227,United States,Clerical,F,M,1,1,2,85786,55.05,49.0
13228,Australia,Skilled Manual,F,S,0,0,0,58352,51.21,33.0
13229,United States,Clerical,M,M,1,2,2,79280,54.81,34.0
13230,United States,Skilled Manual,F,S,0,0,0,61232,53.44,38.0
13231,Australia,Skilled Manual,M,M,0,0,0,53053,48.8,23.0
13232,United States,Manual,M,S,1,0,1,30951,46.52,49.0
13233,United States,Professional,M,M,1,0,2,134765,60.84,30.0
13234,United States,Manual,F,M,1,0,2,34394,46.29,43.0
13235,United Kingdom,Clerical,F,S,0,0,0,85838,52.42,33.0
13236,Australia,Skilled Manual,F,M,1,1,2,56204,51.58,49.0
13237,United States,Management,M,M,1,1,2,103958,56.25,45.0
13238,United States,Skilled Manual,F,M,1,1,2,58476,51.95,37.0
13239,Australia,Clerical,F,M,0,0,0,79626,50.22,18.0
13240,United States,Manual,F,M,1,2,2,32752,49.94,54.0
13241,United Kingdom,Skilled Manual,F,M,0,1,1,50919,52.49,27.0
13242,United States,Clerical,F,S,0,0,0,86230,53.5,21.0
13243,France,Professional,M,M,1,0,1,132864,54.98,30.0
13244,United States,Clerical,F,S,0,0,0,81180,53.48,20.0
13245,United States,Skilled Manual,F,S,1,0,1,60810,48.84,50.0
13246,United States,Skilled Manual,M,M,1,1,2,62016,48.69,57.0
13247,United States,Clerical,F,S,0,0,0,77816,52.77,19.0
13248,Germany,Skilled Manual,M,M,1,0,1,53207,50.8,41.0
13249,Australia,Manual,F,M,1,1,2,32051,49.95,36.0
13250,United Kingdom,Skilled Manual,M,M,1,1,2,61630,53.97,45.0
13251,United States,Skilled Manual,F,M,0,1,1,58919,50.0,24.0
13252,Australia,Skilled Manual,M,S,0,0,0,57218,49.37,21.0
13253,Canada,Skilled Manual,F,S,1,0,0,59356,49.61,47.0
13254,Australia,Clerical,M,M,1,1,2,76885,54.96,45.0
13255,United States,Manual,F,M,1,0,2,25915,44.7,35.0
13256,Australia,Professional,M,M,1,1,2,132216,55.27,25.0
13257,Australia,Clerical,M,S,1,0,0,81816,53.4,42.0
13258,Germany,Skilled Manual,F,M,1,0,2,53855,47.87,43.0
13259,United States,Skilled Manual,M,S,0,0,0,51867,54.42,37.0
13260,United States,Clerical,M,M,1,1,2,85308,52.61,45.0
13261,United States,Manual,M,S,0,0,0,29019,46.88,22.0
13262,United Kingdom,Manual,F,M,1,1,2,32362,48.24,53.0
13263,United States,Skilled Manual,M,S,0,0,0,57631,49.76,20.0
13264,United States,Professional,F,M,1,1,2,132569,53.19,35.0
13265,United States,Clerical,M,S,0,0,0,77335,51.26,20.0
13266,France,Clerical,F,S,0,0,0,84451,51.66,19.0
13267,France,Clerical,M,S,0,0,0,83108,54.15,26.0
13268,Australia,Manual,M,M,0,1,2,32790,56.07,33.0
13269,United States,Clerical,F,M,1,1,2,86612,53.66,44.0
13270,Australia,Skilled Manual,M,M,1,1,1,52916,58.9,32.0
13271,United States,Management,F,M,1,1,2,107251,54.72,62.0
13272,United States,Clerical,F,M,1,2,2,85305,53.43,41.0
13273,United Kingdom,Clerical,F,M,1,1,2,76500,51.35,39.0
13274,Australia,Professional,M,S,0,0,0,132789,54.39,18.0
13275,Australia,Skilled Manual,F,S,0,0,0,58838,51.37,34.0
13276,Australia,Manual,F,S,0,0,0,27628,49.28,28.0
13277,United States,Clerical,M,M,1,2,2,81309,54.37,34.0
13278,United States,Clerical,M,M,1,2,2,77362,56.43,41.0
13279,United States,Clerical,M,M,1,1,2,83981,57.51,40.0
13280,Australia,Skilled Manual,F,S,0,0,0,56089,52.41,22.0
13281,France,Management,F,M,1,0,2,105084,51.23,40.0
13282,United States,Professional,M,S,1,0,0,137451,52.61,28.0
13283,Australia,Clerical,F,M,0,0,0,81201,49.77,17.0
13284,France,Management,M,S,1,0,0,104626,58.62,33.0
13285,United States,Manual,M,M,1,0,2,34682,47.0,52.0
13286,France,Clerical,F,S,1,0,0,78456,50.29,47.0
13287,France,Manual,M,M,0,1,1,33707,52.74,32.0
13288,United Kingdom,Manual,M,M,1,0,2,28058,45.45,49.0
13289,United States,Skilled Manual,M,M,1,0,2,58873,55.72,40.0
13290,United Kingdom,Skilled Manual,M,S,0,0,0,56479,50.09,29.0
13291,France,Manual,F,S,0,0,0,29425,48.33,30.0
13292,Canada,Clerical,M,M,0,0,0,81051,50.42,20.0
13293,Canada,Skilled Manual,M,M,1,1,1,61825,52.25,34.0
13294,United States,Clerical,F,M,1,2,2,80396,52.96,53.0
13295,Germany,Manual,F,S,0,0,0,28195,45.62,21.0
13296,France,Skilled Manual,F,S,0,0,0,57463,49.66,21.0
13297,United Kingdom,Skilled Manual,M,S,0,0,0,54707,52.08,30.0
13298,United States,Clerical,F,S,0,0,0,76448,52.12,20.0
13299,Australia,Manual,F,M,1,0,2,29482,45.82,46.0
13300,United States,Clerical,M,M,1,1,1,82551,57.22,34.0
13301,France,Clerical,M,S,0,0,0,84863,56.1,33.0
13302,Australia,Skilled Manual,F,M,0,0,1,59346,48.64,25.0
13303,United States,Manual,M,S,1,1,1,28642,45.71,51.0
13304,Germany,Management,F,S,1,0,0,107551,55.92,45.0
13305,France,Skilled Manual,F,S,0,0,0,57787,52.49,38.0
13306,United Kingdom,Skilled Manual,F,M,0,0,0,51051,48.03,22.0
13307,United Kingdom,Skilled Manual,F,S,0,0,0,52117,52.24,29.0
13308,Canada,Manual,M,M,1,0,2,31177,52.23,46.0
13309,Canada,Skilled Manual,M,M,1,1,2,59145,50.89,39.0
13310,Australia,Skilled Manual,M,S,0,0,0,61355,49.56,25.0
13311,United States,Manual,F,S,0,0,0,27986,46.15,20.0
13312,United States,Skilled Manual,F,S,0,0,0,51733,51.62,20.0
13313,United Kingdom,Manual,M,S,0,0,0,35958,47.0,16.0
13314,Germany,Skilled Manual,F,M,1,0,2,58017,48.55,41.0
13315,Australia,Skilled Manual,M,S,1,0,1,61327,51.37,59.0
13316,United States,Skilled Manual,M,M,1,0,2,58357,48.53,61.0
13317,United States,Clerical,M,M,1,0,2,86358,50.35,59.0
13318,Australia,Skilled Manual,F,M,0,0,2,61802,48.56,25.0
13319,United States,Manual,F,S,1,0,0,33144,46.67,46.0
13320,Germany,Manual,F,M,0,1,1,35634,47.09,24.0
13321,France,Manual,M,S,0,0,0,33386,51.89,31.0
13322,United States,Skilled Manual,F,M,1,1,2,60687,48.45,48.0
13323,Canada,Clerical,M,M,1,0,2,81975,50.78,60.0
13324,United States,Skilled Manual,F,M,0,0,0,53355,48.24,20.0
13325,France,Manual,M,S,0,0,0,29186,46.78,22.0
13326,United States,Management,M,S,1,0,0,107705,62.38,33.0
13327,United States,Management,M,M,1,0,2,106801,57.71,48.0
13328,Australia,Skilled Manual,F,M,0,0,2,62012,49.29,29.0
13329,United States,Skilled Manual,F,M,1,0,1,55128,47.89,35.0
13330,Canada,Clerical,F,M,1,0,2,77135,49.17,37.0
13331,Canada,Clerical,F,S,0,0,0,85250,54.71,21.0
13332,Australia,Skilled Manual,F,S,0,0,0,57294,52.71,20.0
13333,United States,Skilled Manual,M,M,1,2,2,60099,54.53,35.0
13334,United States,Skilled Manual,M,S,0,0,0,55316,51.33,17.0
13335,United States,Clerical,M,M,0,0,0,86291,49.95,20.0
13336,Germany,Clerical,M,S,0,0,0,81784,53.37,23.0
13337,France,Management,F,M,1,1,2,110801,55.99,33.0
13338,Australia,Professional,M,S,1,0,0,136498,54.12,33.0
13339,United States,Skilled Manual,M,M,1,0,1,51566,57.08,41.0
13340,United States,Professional,M,M,1,0,2,131875,52.36,27.0
13341,United States,Skilled Manual,F,M,1,0,2,59221,48.93,34.0
13342,United Kingdom,Management,F,M,1,0,0,107252,51.23,22.0
13343,United States,Skilled Manual,M,M,1,0,2,57883,48.73,50.0
13344,United States,Clerical,F,S,0,0,0,77014,53.69,28.0
13345,United States,Professional,F,M,1,0,0,136001,52.24,30.0
13346,Canada,Skilled Manual,F,S,0,0,0,59965,50.43,21.0
13347,United States,Manual,F,M,1,0,1,25605,45.26,44.0
13348,United States,Skilled Manual,F,S,1,0,0,58736,49.91,45.0
13349,United States,Manual,M,M,0,0,1,26373,45.07,27.0
13350,United States,Manual,F,S,1,0,1,25681,46.18,49.0
13351,France,Clerical,M,M,1,1,2,82341,59.01,47.0
13352,United States,Skilled Manual,F,S,1,0,1,55465,52.53,55.0
13353,France,Management,F,M,1,2,2,107628,52.17,31.0
13354,United States,Manual,M,S,1,0,1,32858,46.93,51.0
13355,United States,Manual,F,M,1,1,2,34256,50.36,42.0
13356,United Kingdom,Clerical,M,S,0,0,0,84282,52.59,28.0
13357,United States,Manual,F,S,1,0,0,30987,46.99,48.0
13358,United States,Skilled Manual,F,M,1,0,2,51005,48.41,39.0
13359,Australia,Management,F,S,0,0,0,112718,56.07,18.0
13360,Germany,Management,F,S,0,0,0,108823,54.95,28.0
13361,Australia,Skilled Manual,F,M,0,0,0,58048,48.34,21.0
13362,Australia,Professional,F,S,1,0,0,131868,53.52,33.0
13363,United States,Skilled Manual,M,S,0,0,0,60904,50.33,25.0
13364,France,Professional,M,M,1,0,0,132803,52.22,26.0
13365,United Kingdom,Professional,F,M,1,0,3,134507,52.04,63.0
13366,United States,Skilled Manual,M,M,1,1,1,52726,52.61,30.0
13367,Australia,Management,M,M,1,0,0,106018,54.35,32.0
13368,United States,Skilled Manual,F,M,1,1,2,57833,49.74,44.0
13369,United States,Management,M,M,1,1,2,106608,54.69,51.0
13370,United States,Clerical,F,S,1,0,0,80297,54.18,43.0
13371,Canada,Professional,F,M,1,1,2,128309,53.16,31.0
13372,Canada,Professional,F,M,1,1,2,132342,55.43,50.0
13373,Germany,Manual,M,S,0,0,0,30111,50.99,35.0
13374,United Kingdom,Management,F,S,1,0,0,109009,55.43,34.0
13375,United States,Professional,M,M,1,0,0,131346,51.99,26.0
13376,United States,Management,M,S,0,0,0,110510,51.85,27.0
13377,Canada,Skilled Manual,M,M,1,2,2,62081,61.85,38.0
13378,United States,Manual,F,M,1,1,2,27359,45.31,44.0
13379,Canada,Professional,M,M,1,1,2,135728,60.75,30.0
13380,Germany,Manual,F,S,1,0,1,31586,50.03,52.0
13381,Australia,Professional,M,S,1,0,0,131444,58.09,38.0
13382,United States,Skilled Manual,M,M,1,1,2,54324,51.56,50.0
13383,Canada,Skilled Manual,M,M,1,1,2,57728,48.64,49.0
13384,Canada,Clerical,M,S,1,1,1,86087,53.02,52.0
13385,United States,Manual,F,S,1,1,1,36469,47.67,52.0
13386,United States,Skilled Manual,M,M,0,0,1,62073,48.91,26.0
13387,United States,Clerical,F,M,1,2,2,77924,52.37,49.0
13388,Germany,Management,M,M,1,0,2,110610,60.12,39.0
13389,United States,Skilled Manual,F,S,0,0,0,57383,50.93,21.0
13390,United States,Management,M,S,0,0,0,109901,53.33,17.0
13391,France,Clerical,M,S,1,0,1,86454,53.53,53.0
13392,United Kingdom,Clerical,M,M,1,0,2,83990,50.47,50.0
13393,Germany,Professional,M,M,1,0,2,129942,58.47,36.0
13394,United States,Clerical,M,S,0,0,0,77172,51.61,33.0
13395,United States,Skilled Manual,F,M,1,0,2,58707,48.2,44.0
13396,United States,Manual,M,M,0,0,0,28043,45.22,17.0
13397,United States,Clerical,M,M,1,0,2,84848,51.33,46.0
13398,United States,Skilled Manual,F,S,0,0,0,52153,51.88,24.0
13399,United States,Management,M,S,0,0,0,110189,55.86,20.0
13400,United States,Manual,F,M,1,1,2,31106,45.41,36.0
13401,United States,Skilled Manual,F,S,0,0,0,59806,50.62,17.0
13402,United States,Clerical,F,M,1,1,2,87410,51.26,46.0
13403,France,Management,M,S,1,0,0,111507,60.28,44.0
13404,United States,Professional,F,S,1,0,0,128069,52.51,25.0
13405,France,Clerical,F,M,1,2,2,76765,50.41,37.0
13406,United Kingdom,Manual,F,M,1,0,2,25614,44.48,42.0
13407,United States,Manual,M,M,1,1,2,34052,55.03,43.0
13408,Australia,Clerical,M,S,1,0,0,88226,57.33,37.0
13409,United States,Manual,F,S,0,0,0,32830,50.99,20.0
13410,United States,Manual,F,M,0,1,2,33828,46.14,33.0
13411,Australia,Clerical,F,M,1,0,2,85783,50.39,52.0
13412,United States,Professional,M,S,1,1,1,132351,52.43,63.0
13413,United States,Clerical,F,M,1,0,1,85504,50.54,26.0
13414,United States,Management,F,M,1,2,2,102354,52.07,47.0
13415,Australia,Clerical,F,M,1,1,2,82494,50.17,43.0
13416,France,Manual,F,M,1,1,2,35885,48.86,52.0
13417,Canada,Manual,F,M,1,0,1,29049,45.11,35.0
13418,United States,Professional,F,M,1,0,3,127993,51.74,55.0
13419,Australia,Skilled Manual,F,M,0,1,1,53956,52.18,25.0
13420,Australia,Skilled Manual,F,M,1,2,2,54977,51.29,50.0
13421,United Kingdom,Management,M,S,0,0,0,104478,51.61,27.0
13422,United States,Manual,M,S,0,0,0,28238,48.57,35.0
13423,Canada,Manual,M,M,0,1,1,26885,48.3,26.0
13424,Canada,Manual,F,M,1,1,1,29134,47.99,43.0
13425,United States,Manual,M,M,1,0,2,32513,45.48,60.0
13426,United States,Manual,F,M,1,1,2,35699,48.58,35.0
13427,Australia,Skilled Manual,F,M,0,0,0,60148,48.6,17.0
13428,United States,Skilled Manual,M,S,1,0,0,53370,53.69,43.0
13429,United States,Professional,M,M,1,0,3,132340,51.86,59.0
13430,United States,Management,F,S,1,0,1,111254,55.48,55.0
13431,United States,Skilled Manual,M,M,1,1,2,60452,50.71,54.0
13432,Australia,Skilled Manual,M,S,0,0,0,60855,50.56,28.0
13433,United States,Skilled Manual,F,M,1,2,2,55892,48.87,46.0
13434,Germany,Manual,M,M,0,1,1,28089,48.07,31.0
13435,Australia,Skilled Manual,M,M,0,1,2,53947,49.44,27.0
13436,Germany,Manual,M,M,1,0,2,30373,50.42,34.0
13437,United States,Clerical,F,S,0,0,0,87019,52.49,23.0
13438,United States,Clerical,M,M,1,0,2,79271,49.54,54.0
13439,United States,Skilled Manual,M,M,1,1,2,58060,56.74,48.0
13440,France,Skilled Manual,F,M,1,0,2,54933,48.37,49.0
13441,United States,Skilled Manual,F,M,1,0,2,56146,48.08,37.0
13442,Australia,Management,M,M,1,0,1,108544,54.74,36.0
13443,United States,Professional,F,M,1,0,2,136583,52.37,33.0
13444,Australia,Manual,F,S,0,0,0,25979,49.12,20.0
13445,United States,Clerical,M,S,1,1,1,78768,51.28,56.0
13446,Australia,Skilled Manual,F,M,1,1,1,52621,52.24,31.0
13447,United States,Manual,F,M,1,0,2,29238,45.76,39.0
13448,France,Skilled Manual,F,S,0,0,0,60704,52.83,21.0
13449,Australia,Management,M,S,1,0,0,108304,55.03,33.0
13450,Australia,Management,F,S,1,0,0,106065,51.22,32.0
13451,United States,Skilled Manual,F,M,1,0,2,57247,48.93,42.0
13452,United States,Management,M,M,1,1,2,112319,51.43,61.0
13453,France,Clerical,M,S,0,0,0,86709,52.01,28.0
13454,Germany,Skilled Manual,M,M,1,1,1,60532,58.72,38.0
13455,Australia,Skilled Manual,F,M,1,0,2,62046,49.56,36.0
13456,United Kingdom,Manual,F,M,1,1,2,30322,47.11,57.0
13457,United States,Skilled Manual,M,M,1,1,2,56640,49.85,34.0
13458,Australia,Professional,M,S,1,0,0,132537,60.44,30.0
13459,Australia,Management,M,S,0,0,0,111554,53.75,26.0
13460,Canada,Clerical,F,M,1,0,2,83651,50.92,36.0
13461,France,Manual,F,S,1,0,0,30119,47.58,48.0
13462,Germany,Manual,F,S,0,0,0,36230,47.09,18.0
13463,Canada,Skilled Manual,M,M,1,0,2,55504,48.3,52.0
13464,Canada,Manual,F,M,0,0,1,36323,45.78,31.0
13465,France,Management,M,M,1,0,0,107769,51.7,30.0
13466,United States,Skilled Manual,F,S,1,0,0,55132,50.03,48.0
13467,United States,Skilled Manual,M,S,0,0,0,60271,48.6,25.0
13468,United Kingdom,Clerical,F,M,1,1,2,78491,49.38,44.0
13469,United States,Management,F,M,1,0,0,109815,51.82,25.0
13470,Australia,Manual,M,S,0,0,0,27482,52.55,34.0
13471,France,Skilled Manual,M,M,1,1,2,57321,53.79,37.0
13472,United States,Manual,M,M,1,0,1,29157,47.4,42.0
13473,Australia,Clerical,F,M,1,1,2,80236,51.83,57.0
13474,United States,Skilled Manual,F,M,0,1,1,54274,49.25,29.0
13475,United States,Management,M,S,1,0,1,112858,51.92,50.0
13476,Australia,Skilled Manual,M,S,0,0,0,52198,49.53,23.0
13477,Germany,Skilled Manual,F,S,0,0,0,52108,51.01,23.0
13478,Canada,Skilled Manual,M,S,0,0,0,62192,50.54,19.0
13479,United States,Skilled Manual,M,M,1,1,2,60907,55.08,36.0
13480,United States,Professional,M,M,1,0,0,131469,52.21,26.0
13481,United States,Skilled Manual,M,S,0,0,0,53958,52.01,32.0
13482,Australia,Skilled Manual,F,S,0,0,0,53447,52.84,29.0
13483,United States,Skilled Manual,F,M,0,1,1,58389,50.08,28.0
13484,Australia,Management,F,S,0,0,0,107998,54.49,27.0
13485,France,Clerical,M,M,1,0,1,79664,53.7,36.0
13486,Australia,Professional,F,S,1,0,0,130548,56.39,38.0
13487,United States,Skilled Manual,F,M,1,1,2,57051,52.12,61.0
13488,United States,Management,F,S,1,0,0,101869,51.3,39.0
13489,Canada,Clerical,M,M,1,1,2,78193,54.03,34.0
13490,Australia,Skilled Manual,M,S,1,0,1,58799,51.81,64.0
13491,United Kingdom,Skilled Manual,F,S,0,0,0,54888,52.13,24.0
13492,United States,Management,M,S,1,0,0,112501,53.39,36.0
13493,United States,Clerical,F,M,1,0,2,81830,50.11,25.0
13494,France,Manual,F,S,0,0,0,28401,48.22,32.0
13495,United Kingdom,Management,F,M,0,0,0,104729,51.22,18.0
13496,France,Skilled Manual,F,M,1,1,2,59202,49.38,45.0
13497,France,Professional,F,M,1,0,2,138146,52.2,34.0
13498,Australia,Clerical,M,M,1,1,2,78873,60.61,45.0
13499,United Kingdom,Skilled Manual,M,S,0,0,0,61143,52.98,19.0
13500,United States,Skilled Manual,F,S,1,0,0,53742,48.59,45.0
13501,United States,Management,F,M,1,1,2,105527,51.55,55.0
13502,Germany,Manual,M,M,1,1,2,36817,49.16,53.0
13503,United States,Skilled Manual,M,M,1,2,2,56252,60.57,36.0
13504,Germany,Manual,F,M,1,1,2,30093,45.68,49.0
13505,United States,Skilled Manual,M,S,1,0,1,61204,51.97,57.0
13506,United States,Skilled Manual,F,M,1,1,2,61174,52.53,40.0
13507,United States,Clerical,M,M,1,1,1,80911,53.26,28.0
13508,France,Professional,F,S,1,0,0,128695,51.91,38.0
13509,United States,Management,M,M,1,2,2,112455,59.59,46.0
13510,United Kingdom,Clerical,M,M,1,1,2,81146,57.02,31.0
13511,Australia,Skilled Manual,M,M,1,1,2,52450,52.28,50.0
13512,United States,Skilled Manual,F,S,0,0,0,61140,49.33,37.0
13513,United States,Manual,M,M,1,1,1,34606,57.63,38.0
13514,United States,Management,M,M,1,1,2,107953,54.18,35.0
13515,United States,Skilled Manual,M,S,1,0,1,55107,49.69,53.0
13516,Australia,Skilled Manual,F,M,1,1,2,57242,50.85,42.0
13517,Germany,Skilled Manual,F,M,1,1,2,55233,49.93,52.0
13518,United Kingdom,Management,M,S,1,0,0,105650,58.17,30.0
13519,Australia,Manual,M,M,0,0,2,27997,45.54,26.0
13520,France,Skilled Manual,F,S,0,0,0,55060,48.1,22.0
13521,Australia,Skilled Manual,M,M,1,1,1,59193,56.61,32.0
13522,United States,Clerical,F,S,1,0,0,81833,51.86,35.0
13523,United States,Clerical,F,S,0,0,0,79300,49.68,22.0
13524,United States,Management,M,M,1,0,2,109846,50.71,24.0
13525,United Kingdom,Manual,F,S,0,0,0,35891,50.94,21.0
13526,United Kingdom,Manual,M,S,0,0,0,28998,59.26,42.0
13527,United States,Professional,M,S,1,0,0,136107,55.53,25.0
13528,Germany,Skilled Manual,F,M,1,1,1,55686,52.15,43.0
13529,United States,Skilled Manual,F,M,0,0,1,57315,48.89,24.0
13530,Australia,Clerical,F,S,0,0,0,82324,52.69,21.0
13531,Australia,Clerical,F,S,0,0,0,83218,53.96,18.0
13532,United States,Professional,F,M,1,0,0,135576,52.7,30.0
13533,United States,Clerical,F,M,1,0,2,78294,50.55,37.0
13534,Germany,Clerical,M,M,1,0,1,84579,54.36,33.0
13535,Australia,Clerical,F,S,1,0,0,79523,50.08,42.0
13536,Australia,Clerical,F,S,1,1,1,86231,53.32,51.0
13537,Germany,Management,M,S,0,0,0,108068,53.85,25.0
13538,United States,Management,M,M,1,1,2,103378,52.67,54.0
13539,United States,Manual,F,M,1,1,2,30006,48.39,56.0
13540,France,Manual,F,M,1,1,2,34555,50.17,52.0
13541,Germany,Manual,F,S,0,0,0,33943,49.05,31.0
13542,United States,Professional,M,M,1,0,0,129366,51.5,24.0
13543,Canada,Skilled Manual,M,M,0,2,2,51753,50.44,25.0
13544,United States,Professional,M,S,1,0,0,135380,54.42,27.0
13545,United States,Manual,F,M,1,1,2,25975,48.46,36.0
13546,Canada,Management,M,S,1,0,0,108950,53.87,29.0
13547,United States,Clerical,M,M,1,1,2,86872,57.79,44.0
13548,France,Clerical,M,M,1,0,2,88036,58.69,34.0
13549,United States,Professional,M,M,1,0,2,132719,59.81,31.0
13550,United States,Clerical,M,M,1,0,1,86576,50.53,29.0
13551,Australia,Skilled Manual,M,M,0,0,1,59349,48.48,25.0
13552,Canada,Skilled Manual,M,M,1,0,3,53142,48.0,64.0
13553,United Kingdom,Clerical,F,S,1,0,0,76300,51.93,41.0
13554,Australia,Skilled Manual,M,M,0,0,0,61952,49.29,23.0
13555,Australia,Skilled Manual,M,M,0,0,0,53724,47.92,24.0
13556,United Kingdom,Skilled Manual,M,M,1,0,2,59388,57.3,41.0
13557,Australia,Skilled Manual,F,S,0,0,0,53901,50.18,26.0
13558,Canada,Manual,F,M,1,1,2,29678,45.34,53.0
13559,United Kingdom,Management,F,M,1,0,2,110303,51.4,27.0
13560,United Kingdom,Clerical,F,M,1,1,1,81663,54.21,27.0
13561,United States,Manual,M,S,0,0,0,26109,46.32,20.0
13562,Canada,Clerical,M,M,1,0,1,77558,50.72,31.0
13563,United States,Skilled Manual,F,S,0,0,0,62072,51.21,36.0
13564,United Kingdom,Clerical,M,M,1,0,1,84524,56.37,33.0
13565,France,Clerical,F,M,1,1,2,81322,52.08,35.0
13566,Germany,Skilled Manual,F,S,0,0,0,51406,48.39,33.0
13567,United States,Professional,M,M,1,1,2,135905,63.33,35.0
13568,United Kingdom,Manual,M,S,0,0,0,31308,47.64,30.0
13569,Australia,Skilled Manual,F,S,1,0,0,56780,48.42,42.0
13570,Australia,Clerical,M,M,1,0,1,87335,50.86,25.0
13571,Australia,Clerical,M,M,1,1,1,80721,53.07,33.0
13572,United States,Clerical,M,M,1,0,1,85235,55.8,35.0
13573,United States,Clerical,M,S,0,0,0,78875,52.69,23.0
13574,United States,Manual,F,M,0,1,2,30474,48.99,28.0
13575,United Kingdom,Manual,M,S,0,0,0,36648,49.96,25.0
13576,United States,Skilled Manual,M,S,1,0,0,61412,62.07,47.0
13577,United States,Manual,F,M,0,0,1,31689,46.05,29.0
13578,Canada,Clerical,F,M,1,1,2,78178,50.75,38.0
13579,United States,Skilled Manual,F,S,0,0,0,61480,51.9,22.0
13580,United States,Clerical,F,S,1,0,0,81858,50.47,40.0
13581,United States,Clerical,M,S,0,0,0,86191,54.02,25.0
13582,United States,Manual,M,M,1,0,2,30199,45.52,43.0
13583,Australia,Skilled Manual,M,S,0,0,0,51648,58.82,33.0
13584,United States,Clerical,F,M,1,1,2,78916,50.7,45.0
13585,United States,Clerical,F,S,1,0,0,85277,52.45,41.0
13586,France,Management,M,M,1,1,2,110828,57.34,32.0
13587,United States,Management,M,M,1,2,2,104047,61.2,32.0
13588,Germany,Manual,F,S,0,0,0,25829,49.23,29.0
13589,United States,Skilled Manual,M,M,1,1,1,56254,58.06,41.0
13590,United Kingdom,Professional,F,S,1,0,0,127579,56.05,27.0
13591,United Kingdom,Manual,M,S,0,0,0,26502,48.68,42.0
13592,France,Manual,F,S,0,0,0,35874,50.12,33.0
13593,United States,Clerical,F,M,1,0,1,83995,49.82,35.0
13594,Australia,Management,F,S,1,0,1,102567,51.47,58.0
13595,United States,Clerical,M,S,1,0,0,78786,53.31,38.0
13596,Australia,Skilled Manual,M,M,0,1,2,60802,49.08,26.0
13597,United Kingdom,Professional,M,S,1,0,0,129799,53.07,27.0
13598,France,Skilled Manual,F,S,0,0,0,54977,50.52,33.0
13599,United States,Manual,M,M,0,0,1,26766,45.09,27.0
13600,Canada,Skilled Manual,F,S,0,0,0,60478,51.34,20.0
13601,Canada,Clerical,F,S,0,0,0,80349,53.23,29.0
13602,United States,Clerical,M,S,0,0,0,80140,52.64,16.0
13603,France,Manual,F,S,0,0,0,27313,47.67,22.0
13604,France,Clerical,F,M,1,0,1,84831,50.32,39.0
13605,Australia,Clerical,M,M,1,1,2,84686,51.44,24.0
13606,Germany,Skilled Manual,M,S,0,0,0,57601,56.09,36.0
13607,Canada,Management,F,M,1,0,1,112223,51.61,27.0
13608,United States,Professional,F,S,1,0,0,132517,55.86,31.0
13609,Australia,Professional,F,S,1,0,0,128837,53.86,27.0
13610,Germany,Skilled Manual,F,M,1,1,2,61751,50.45,50.0
13611,United States,Skilled Manual,F,M,1,0,2,54474,47.91,34.0
13612,France,Management,F,M,1,2,2,103088,53.04,43.0
13613,United States,Manual,M,S,0,0,0,32095,53.19,30.0
13614,United Kingdom,Professional,F,M,1,0,0,130789,52.41,26.0
13615,United States,Skilled Manual,M,M,1,1,2,55379,56.98,39.0
13616,Germany,Professional,F,M,1,0,2,130169,52.51,36.0
13617,Germany,Manual,M,M,0,0,2,30459,45.13,24.0
13618,Australia,Management,F,M,1,0,2,110236,50.86,29.0
13619,United States,Clerical,M,M,1,1,2,79214,59.69,38.0
13620,Australia,Manual,F,M,0,0,0,25589,44.1,17.0
13621,United States,Clerical,F,S,0,0,0,79810,53.98,23.0
13622,Canada,Management,F,S,1,0,1,112264,52.25,51.0
13623,United Kingdom,Management,F,M,1,2,2,103372,54.67,30.0
13624,United States,Skilled Manual,M,S,1,0,1,59692,48.32,50.0
13625,Germany,Management,F,S,1,1,1,104280,53.62,50.0
13626,United Kingdom,Management,M,M,1,0,0,112038,59.44,32.0
13627,Australia,Skilled Manual,M,M,1,0,2,55470,48.6,52.0
